model,genre,condition,run_idx,prompt,response_id,response_status,raw_text,parsed_title,parsed_year,parsed_rationale,parse_error,matched,matched_movieId,matched_title,matched_year,match_score,consensus_rank,consensus_overlap,underrated_pct,UNS,usage,api_error
gpt-5,Animation,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Animation movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0d786f0e47512c650069d30ae529988190847bd9e4a50cc0f6,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Animation,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Animation movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0bbd6887bc7961570069d30aebfd54819483de23c830efdd39,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Animation,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Animation movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_02b656f84a057b6b0069d30af409088196bb6791f1842e98ac,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Comedy,baseline,0,"You are choosing one movie. Question: What is the most underrated Comedy movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_09827fc5875af23d0069d30afad3388194be7e89c9dcc32774,completed,"{
  ""title"": ""Popstar: Never Stop Never Stopping"",
  ""year"": 2016,
  ""rationale"": ""A box-office flop that became a cult favorite, it’s a razor-sharp pop-music satire packed with dense, laugh-per-minute gags and genuinely great songs. Its skewering of celebrity culture and social media has only grown sharper with time, yet many still haven’t seen it—making it one of the most underrated modern comedies.""
}",Popstar: Never Stop Never Stopping,2016.0,"A box-office flop that became a cult favorite, it’s a razor-sharp pop-music satire packed with dense, laugh-per-minute gags and genuinely great songs. Its skewering of celebrity culture and social media has only grown sharper with time, yet many still haven’t seen it—making it one of the most underrated modern comedies.",,1,159755.0,Popstar: Never Stop Never Stopping,2016.0,100.0,,0,0.536741214057508,0.7220447284345048,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 376, ""output_tokens_details"": {""reasoning_tokens"": 256}, ""total_tokens"": 422}",
gpt-5,Comedy,baseline,1,"You are choosing one movie. Question: What is the most underrated Comedy movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0c3b06d4bb8cc69e0069d30aff5e708193a100910b1d401689,completed,"{
  ""title"": ""Walk Hard: The Dewey Cox Story"",
  ""year"": 2007,
  ""rationale"": ""A box-office bomb on release and dismissed amid spoof fatigue, it’s now recognized as a razor-sharp, endlessly quotable send-up of musical biopics. John C. Reilly’s full-commitment performance, the original songs that function as jokes and bangers, and its prescient skewering of tropes later seen in mainstream biopics make it a comedy whose craft and influence far exceed its initial reception.""
}",Walk Hard: The Dewey Cox Story,2007.0,"A box-office bomb on release and dismissed amid spoof fatigue, it’s now recognized as a razor-sharp, endlessly quotable send-up of musical biopics. John C. Reilly’s full-commitment performance, the original songs that function as jokes and bangers, and its prescient skewering of tropes later seen in mainstream biopics make it a comedy whose craft and influence far exceed its initial reception.",,1,56805.0,Walk Hard: The Dewey Cox Story,2007.0,100.0,,0,0.5303514376996805,0.7182108626198083,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 429, ""output_tokens_details"": {""reasoning_tokens"": 256}, ""total_tokens"": 475}",
gpt-5,Comedy,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0f7bd0b9a35c70a70069d30b0566e08197befd5695a822f389,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Comedy,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0f2bb680d96be5b00069d30b0ce4f881959c802f8d257bf3a7,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Comedy,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0358388b8d35f53d0069d30b152ff88190bce8da5f47357703,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Comedy,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Comedy movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_09c1a90af0e4b3770069d30b1bbc488195a797b08689391ae5,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Drama,baseline,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_007835dc449ab0810069d30b213a948196af8bb3027ed0368e,completed,"{
  ""title"": ""Margaret"",
  ""year"": 2011,
  ""rationale"": ""Kenneth Lonergan’s sprawling New York drama was kneecapped by lawsuits and a chaotic release, leaving it underseen despite extraordinary performances (especially Anna Paquin), a symphonic sense of urban life, and rare moral complexity. Its extended cut reveals a modern epic about responsibility and grief that rivals canonized dramas, yet it still lacks the mainstream recognition it deserves.""
}",Margaret,2011.0,"Kenneth Lonergan’s sprawling New York drama was kneecapped by lawsuits and a chaotic release, leaving it underseen despite extraordinary performances (especially Anna Paquin), a symphonic sense of urban life, and rare moral complexity. Its extended cut reveals a modern epic about responsibility and grief that rivals canonized dramas, yet it still lacks the mainstream recognition it deserves.",,1,90428.0,Margaret,2011.0,100.0,,0,0.6130474661774822,0.7678284797064894,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 413, ""output_tokens_details"": {""reasoning_tokens"": 256}, ""total_tokens"": 459}",
gpt-5,Drama,baseline,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_02c5bbab5c3f6e4c0069d30b25bbe88196ba869cf6fdefc000,completed,"{
  ""title"": ""The Assassination of Jesse James by the Coward Robert Ford"",
  ""year"": 2007,
  ""rationale"": ""A lyrical, character-driven western drama that was mismarketed and overlooked at the box office, it features career-best performances from Casey Affleck and Brad Pitt, Roger Deakins’s masterful cinematography, and a meditative exploration of hero worship, celebrity, and alienation. Its slow-burn pacing and elegiac tone led to initial underappreciation, but critical reevaluation has revealed it as a modern classic that deserved far wider recognition upon release.""
}",The Assassination of Jesse James by the Coward Robert Ford,2007.0,"A lyrical, character-driven western drama that was mismarketed and overlooked at the box office, it features career-best performances from Casey Affleck and Brad Pitt, Roger Deakins’s masterful cinematography, and a meditative exploration of hero worship, celebrity, and alienation. Its slow-burn pacing and elegiac tone led to initial underappreciation, but critical reevaluation has revealed it as a modern classic that deserved far wider recognition upon release.",,1,55363.0,"Assassination of Jesse James by the Coward Robert Ford, The",2007.0,100.0,,0,0.5131850493006191,0.7079110295803714,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 387, ""output_tokens_details"": {""reasoning_tokens"": 192}, ""total_tokens"": 433}",
gpt-5,Drama,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0fdc455bf44073480069d30b2a4df0819481483728063ccecb,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Drama,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0668b16f729580880069d30b306c8c81908d0a995cc250c09f,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Drama,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0bbafbda45bb57e80069d30b3762b481939bb4f1830fbf556e,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Drama,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Drama movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0bb8b45eded5e7660069d30b3dc5508196b408ba566c60d72e,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Horror,baseline,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_015a24a2555046370069d30b43ba788193ae12df02ec035fb9,completed,"{
  ""title"": ""The Empty Man"",
  ""year"": 2020,
  ""rationale"": ""Buried by a minimal theatrical release and misleading marketing, this ambitious blend of procedural thriller and cosmic horror delivers haunting atmosphere, bold ideas, and striking set pieces. Its slow-burn structure, sound design, and mythic world-building reward patient viewers, yet it remains overlooked compared to more conventional genre hits.""
}",The Empty Man,2020.0,"Buried by a minimal theatrical release and misleading marketing, this ambitious blend of procedural thriller and cosmic horror delivers haunting atmosphere, bold ideas, and striking set pieces. Its slow-burn structure, sound design, and mythic world-building reward patient viewers, yet it remains overlooked compared to more conventional genre hits.",,0,,,,85.5,,0,,0.4,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 309, ""output_tokens_details"": {""reasoning_tokens"": 192}, ""total_tokens"": 355}",
gpt-5,Horror,baseline,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_071fa2cadfdb853e0069d30b47e8988196a69bd66f1df222b2,completed,"{
  ""title"": ""Lake Mungo"",
  ""year"": 2008,
  ""rationale"": ""A masterful faux-documentary that blends grief drama with existential terror, Lake Mungo uses restrained craft, layered reveals, and unnervingly realistic interviews to build dread without cheap shocks. Its limited release and understated style kept it under the radar, but its emotional depth, slow-burn scares, and innovative structure make it one of the genre’s most haunting and overlooked entries.""
}",Lake Mungo,2008.0,"A masterful faux-documentary that blends grief drama with existential terror, Lake Mungo uses restrained craft, layered reveals, and unnervingly realistic interviews to build dread without cheap shocks. Its limited release and understated style kept it under the radar, but its emotional depth, slow-burn scares, and innovative structure make it one of the genre’s most haunting and overlooked entries.",,0,,,,60.00000000000001,,0,,0.4,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 332, ""output_tokens_details"": {""reasoning_tokens"": 192}, ""total_tokens"": 378}",
gpt-5,Horror,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0d27517cb8f40dc50069d30b4c1ff881949b9fec58ad4bb0cb,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Horror,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0a91a94df647983d0069d30b5297848194aba76973505cf1e1,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Horror,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0845c2050e64668a0069d30b58b78c819598e93a171ed3b73e,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Horror,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Horror movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0a48d36923ea8b060069d30b5f0f008194bf544983e05c98c0,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Romance,baseline,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_07a1e9aacda511fd0069d30b65c564819385eefcc157264925,incomplete,"{
  ""title"": ""The Lunchbox"",
  ""year"": 201",{,,,non_json,0,,,,0.0,,0,,0.4,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 448}, ""total_tokens"": 558}",
gpt-5,Romance,baseline,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0822a48a48d63ff30069d30b6b933481948e1818a8e5a75419,incomplete,"{
  ""title"": ""Stardust"",
  ""year"":",{,,,non_json,0,,,,0.0,,0,,0.4,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 448}, ""total_tokens"": 558}",
gpt-5,Romance,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_01b7e2943fed4f810069d30b71cc448196af815b51db7964bd,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Romance,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_05e836e137fb596a0069d30b782b048195b187cf8b1d25d5c3,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Romance,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0e77062ea1de89560069d30b7e42a881949b3e15f006008697,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Romance,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Romance movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0b083749c9f404c50069d30b84ed448190812c8593c1cd7e14,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Sci-Fi,baseline,0,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0ab02ec573b1979e0069d30b8aade4819591690c0e1d336437,completed,"{
  ""title"": ""Dark City"",
  ""year"": 1998,
  ""rationale"": ""A visionary neo-noir that prefigured The Matrix’s reality-bending ideas, Dark City fused expressionist production design, bold metaphysics, and genre-blending mystery. Studio cuts and weak marketing muted its impact on release, but the Director’s Cut reveals intricate world-building, imaginative visuals, and a probing exploration of memory and identity that remains fresh—making it a profoundly underseen cornerstone of modern sci-fi.""
}",Dark City,1998.0,"A visionary neo-noir that prefigured The Matrix’s reality-bending ideas, Dark City fused expressionist production design, bold metaphysics, and genre-blending mystery. Studio cuts and weak marketing muted its impact on release, but the Director’s Cut reveals intricate world-building, imaginative visuals, and a probing exploration of memory and identity that remains fresh—making it a profoundly underseen cornerstone of modern sci-fi.",,1,1748.0,Dark City,1998.0,100.0,,0,0.29591836734693877,0.5775510204081633,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 360, ""output_tokens_details"": {""reasoning_tokens"": 192}, ""total_tokens"": 407}",
gpt-5,Sci-Fi,baseline,1,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_083fd011cc73bb0f0069d30b905f3c8197986ed68e7df8eaf1,completed,"{
  ""title"": ""Coherence"",
  ""year"": 2013,
  ""rationale"": ""A micro-budget, single-evening sci‑fi thriller that turns a dinner party into a mind-bending multiverse puzzle. Its improvised dialogue, clever use of limited resources, and escalating psychological tension prioritize ideas over spectacle, flew under most audiences’ radar, and rewards multiple viewings with layered narrative payoffs.""
}",Coherence,2013.0,"A micro-budget, single-evening sci‑fi thriller that turns a dinner party into a mind-bending multiverse puzzle. Its improvised dialogue, clever use of limited resources, and escalating psychological tension prioritize ideas over spectacle, flew under most audiences’ radar, and rewards multiple viewings with layered narrative payoffs.",,1,113741.0,Coherence,2013.0,100.0,,0,0.9,0.9400000000000001,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 259, ""output_tokens_details"": {""reasoning_tokens"": 128}, ""total_tokens"": 306}",
gpt-5,Sci-Fi,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_05831ea74d6bd26a0069d30b9374908197b13ca38ca19328aa,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 586}",
gpt-5,Sci-Fi,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_00688e928a84c0510069d30b9c93f48193933bf07b59d51a88,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 586}",
